I live with 1 HP,100,TOP,True,2259,Urgot,13,3,8,260,20,17647,24383,628,20665,3089,31595,15545,58631,13,0,3,5007,0,17470,46,375,23,10,4,0,False,False,False,False,3,1,0,0,5.9,5.9,9.2,,,448.79999999999995,462.9,726.2,,,220.3,459.8,536.5,,
The Chosen Gamer,100,JUNGLE,True,2259,Ivern,0,5,22,38,104,10953,8779,3899,2700,2179,15424,10665,16477,76,4,0,2670,0,11060,40,300,26,6,6,7,False,False,False,False,0,0,0,0,0.7,1.4,1.4,,,316.2,455.5,390.9,,,240.5,302.8,244.7,,
Venòmz,100,MIDDLE,True,2259,Zoe,10,3,15,149,8,14052,32441,23737,1792,6910,14944,4314,9032,8,0,0,764,0,9774,35,141,39,18,2,6,False,False,False,False,0,0,0,0,6.7,5.3,2.2,,,496.4,423.1,347.4,,,351.5,373.2,304.3,,
Elsa from Frozen,100,MIDDLE,True,2259,Tristana,13,3,10,314,16,19291,31550,3168,23562,4819,18856,8293,12896,12,0,6,13655,1,22869,7,101,46,14,9,2,True,False,False,False,3,1,0,0,6.7,8.3,9.8,,,303.3,468.5,513.5,,,386.20000000000005,466.7,518,,
VillaEnders,100,MIDDLE,True,2259,Blitzcrank,0,6,24,29,0,8833,9228,5996,1914,1318,24248,5924,37362,0,0,0,1872,0,2282,41,213,69,30,5,8,False,False,False,False,0,0,0,0,1.2,1,0.6,,,299.7,306.5,377.09999999999997,,,204.4,211.10000000000002,202.4,,
Rurfu,200,TOP,False,2259,Darius,4,5,7,203,12,13380,21123,859,16348,3916,34497,9719,39440,5,4,1,5840,0,14713,34,110,23,12,1,2,False,False,True,False,0,0,0,0,7.8,6.6,4.9,,,449.4,558.1,351.4,,,253.5,552.9,308.8,,
I MUTE YOU,200,JUNGLE,False,2259,Graves,9,9,4,50,200,15148,24622,1636,21180,1805,32855,10324,27043,133,23,1,1354,1,39108,36,825,43,7,9,5,False,False,False,False,3,0,0,0,0.4,1.3,1.5,,,351.1,465.6,535.6,,,338.8,502.7,346.2,,
Kataris,200,MIDDLE,False,2259,Kassadin,4,8,5,243,43,15182,17420,15687,995,737,27029,8058,21837,29,5,0,907,0,13732,14,161,23,11,2,2,False,False,False,False,1,1,0,0,7.5,5.699999999999999,6.6,,,458.5,399.6,562,,,263.5,419.5,376.29999999999995,,
Mkrty,200,BOTTOM,False,2259,Caitlyn,2,7,8,265,9,14028,16530,1146,14792,591,17004,1635,7394,1,4,3,6392,0,15013,41,96,61,19,7,7,False,False,False,False,0,0,0,0,6.9,7.8,7.199999999999999,,,270.8,452.7,460.7,,,244.89999999999998,471.5,396.1,,
Yumo,200,BOTTOM,False,2259,Leona,1,7,8,35,4,8471,6434,4036,1447,950,21494,1382,26089,0,0,1,620,0,1361,45,92,62,36,5,6,False,False,False,False,0,0,0,0,1.1,1.6,0.2,,,225.4,392.1,148.89999999999998,,,149.1,310.2,198.8,,
